"configuration","mean_r2","sd_r2","mean_rmse","sd_rmse","n_folds_valid"
"env_only",0.139850404366169,0.197813481599096,0.0352434355340698,0.0133205621243142,5
"env_plus_species",0.157648488293624,0.216956353688073,0.0406253191814939,0.0135228146159011,5
