"method","model","predictor_set","n_folds","mean_r2","sd_r2","mean_rmse","sd_rmse","mean_mae","sd_mae","mean_bias","sd_bias"
"spatial_block_50000m","Random Forest","pruned_gpr",5,0.141415655206844,0.121358760641365,0.0286865094514206,0.0191509620227618,0.018140575990982,0.00942518508379142,0.000723122292316449,0.0166995545815513
"spatial_block_50000m","SVM","all",5,0.155149745739248,0.162774965168747,4.95176104176927,10.9959175974189,0.878839182538775,1.9284459338495,0.856035744137949,1.93551950063837
"spatial_block_50000m","SVM","pruned_gpr",5,0.157439906845824,0.16897527116125,0.0319818050309153,0.0159261663855908,0.0159762035864844,0.00545520800812446,-0.00546820333093567,0.00830704879878641
"spatial_block_50000m","Universal Kriging (env drift)","all",5,0.362758899669061,NA,544.470794117866,NA,376.500353090544,NA,336.618979910507,NA
"spatial_block_50000m","Universal Kriging (env drift)","pruned_gpr",5,0.0118014439312844,NA,0.063270922308023,NA,0.042604690112919,NA,-0.0363357120280963,NA
"spatial_block_50000m","XGBoost","all",5,0.117972222659575,0.163711861032111,0.0307098542296131,0.0195123035353443,0.0173237593768009,0.0105634534630928,-0.00105309977723358,0.0155387833228983
"spatial_block_50000m","XGBoost","pruned_gpr",5,0.0707916619953472,0.0974344277929139,0.0441117634639148,0.0345765980658279,0.0257758098611105,0.0243153235113821,0.00704594378264495,0.030499417618702
"spatial_block_5000m","GAM","all",5,0.293677300050728,0.278471401789346,0.0631181561108516,0.0607958803977832,0.0221052256518039,0.0170475064730494,0.0104054676436137,0.0179092573868686
"spatial_block_5000m","GAM","pruned_gpr",5,0.524405315208382,0.281862450746388,0.0394479944003737,0.0280843126906309,0.0198395343701536,0.0147080061021025,0.00782019544949161,0.0214060470677172
"spatial_block_5000m","GPR","all",5,0.178243809441941,0.213723369800704,0.0321711556164129,0.0160130096913056,0.0176097500988364,0.00733617258673352,0.00308703063378,0.0131718568693859
"spatial_block_5000m","GPR","pruned_gpr",5,0.510174446134058,0.368013451924104,0.0316648613280175,0.0205828597522711,0.0181066529747491,0.0105178421949798,0.00461880234914081,0.0163593668266699
"spatial_block_5000m","INLA","all",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_5000m","INLA","pruned_gpr",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_5000m","Neural Network","all",5,0.404611250863837,0.345040691592508,0.0553234248582365,0.0292164181038856,0.031798901147134,0.0201687267819597,0.0142910220866787,0.0275346884870328
"spatial_block_5000m","Neural Network","pruned_gpr",5,0.34712350037371,0.311175456689435,0.0312818466415397,0.0200503859953726,0.020252843169399,0.0120663365859902,0.00357848943706753,0.0136607949603531
"spatial_block_5000m","Ordinary Kriging","all",5,0.503375048666137,0.295979605230645,0.0409235981300154,0.0178082733897472,0.0207091392492348,0.00989693079622619,0.00665240418793863,0.0194698582244202
"spatial_block_5000m","Ordinary Kriging","pruned_gpr",5,0.503375048666137,0.295979605230645,0.0409235981300154,0.0178082733897472,0.0207091392492348,0.00989693079622619,0.00665240418793863,0.0194698582244202
"spatial_block_5000m","Random Forest","all",5,0.342844815665684,0.37357173218764,0.02635420624847,0.0167831778797565,0.0148760555995435,0.0062634682636618,0.000475173232867394,0.0124773952810526
"spatial_block_5000m","Random Forest","pruned_gpr",5,0.291046572368027,0.341395108816172,0.0270251992976245,0.0168430276050674,0.0159045183720475,0.00632997620692839,0.000857448105676141,0.0132675052297492
"spatial_block_5000m","SVM","all",5,0.548875460023607,0.339818337357727,0.0318368213684017,0.0293426869133245,0.0167288240204284,0.0132386912441959,0.00330736603961859,0.017794989615275
"spatial_block_5000m","SVM","pruned_gpr",5,0.250046850456365,0.294374327525513,0.0331954004052978,0.010179787019618,0.0157755440386835,0.00658074063920869,-0.00330899327294559,0.0124739592074377
"spatial_block_5000m","Universal Kriging (env drift)","all",5,0.0717544197183714,0.0811209603933141,6180.84344186685,11663.079022141,1196.57688106761,2254.06598269346,141.652427460751,229.042790175563
"spatial_block_5000m","Universal Kriging (env drift)","pruned_gpr",5,0.34215719290734,0.362318494023604,0.621705427633818,1.16622273860419,0.102102463825496,0.154845055371604,-0.0648809648466715,0.138605580409602
"spatial_block_5000m","XGBoost","all",5,0.540860205078041,0.309180380784474,0.0295688593041022,0.030026890583212,0.0158773144426197,0.0138454431132039,0.00212174861189928,0.0180894866182767
"spatial_block_5000m","XGBoost","pruned_gpr",5,0.544458852979256,0.305546757446492,0.0301725643793977,0.0219926922645661,0.0163348904826038,0.0107875229470703,0.00263517777891852,0.0165382056350953
