"model","rmse_increase","variable","cum_rmse","total_rmse","cum_frac","keep","permutation_keep_frac"
"Universal Kriging (env drift)",-78.8946041439499,"wave_height_p95_m",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-79.463601809499,"vo_mean_1.5m_m_s",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-83.1818392562629,"ph_mean_monthly_1.5m",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-83.3659384820898,"s3a_olci_errnt.20160425_20241231.l3m.cu.kd.kd_490.4km",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-88.4330824645207,"bottomt_p95_daily_c",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-88.8664770460537,"spco2_monthly_mean_pa",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-93.1908429171114,"phyc_mean_monthly_0.5m_mmol_m3",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-100.602500121259,"bottomt_mean_daily_c",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-100.662411597367,"s3a_olci_errnt.20160425_20241231.l3m.cu.iop.adg_443.4km",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-101.384993179408,"s3a_olci_errnt.20160425_20241231.l3m.cu.rrs.rrs_443.4km",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-110.351543945899,"spco2_monthly_p95_pa",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-111.419096382675,"no3_mean_monthly_1.5m_mmol_m3",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-114.28965816489,"ph_p05_monthly_1.5m",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-119.349925992788,"s3a_olci_errnt.20160425_20241231.l3m.cu.chl.chlor_a.4km",1373.62791515923,1373.62791515923,1,FALSE,0.95
"Universal Kriging (env drift)",-144.693765035721,"gebco_2025_n61.0_s34.0_w_10.0_e35.0",1373.62791515923,1373.62791515923,1,FALSE,0.95
"XGBoost",0.00209794296618893,"bottomt_p95_daily_c",0.00209794296618893,0.00306152845532048,0.685259992453446,TRUE,0.95
"XGBoost",0.000892975006139524,"spco2_monthly_p95_pa",0.00299091797232845,0.00306152845532048,0.976936199018721,FALSE,0.95
"XGBoost",4.42995455369743e-05,"daily_std_wave_height_mean_m",0.00303521751786542,0.00306152845532048,0.99140594711464,FALSE,0.95
"XGBoost",2.63109374550596e-05,"vo_mean_1.5m_m_s",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-5.70626086869586e-06,"vo_p90_1.5m_m_s",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-6.34763806329625e-05,"gebco_2025_n61.0_s34.0_w_10.0_e35.0",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-6.5320193399665e-05,"surf_spco2_p95_uatm",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-7.7045309148302e-05,"fe_mean_monthly_1.5m_mmol_m3",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-8.1036589329779e-05,"ph_mean_monthly_1.5m",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000227120155088155,"no_sig_wave_heights_mean",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000529443208205645,"phyc_mean_monthly_0.5m_mmol_m3",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000674878445416666,"s3a_olci_errnt.20160425_20241231.l3m.cu.rrs.rrs_443.4km",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000725899795696996,"s3a_olci_errnt.20160425_20241231.l3m.cu.iop.adg_443.4km",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000763408162242823,"sw_ke_mean_cm2_s2",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000765546120302808,"nppv_mean_monthly_0.5m_mg_m3_day",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
"XGBoost",-0.000769909189088785,"surf_spco2_mean_uatm",0.00306152845532048,0.00306152845532048,1,FALSE,0.95
